dataset	transform	seed	runtime_sec	mse	mse_dropout	mse_biozero	mae	gnrmse
batch_effects_moderate_drop	raw	42	138.68462029914372	0.23662081444565145	0.3195558408709355	0.016157684250078023	0.3561807147734052	1.1449996087163534
batch_effects_moderate_drop	all_obs0.1	42	138.68462029914372	0.23782410115101407	0.3548328606325407	0.013087723551766245	0.35851505406571493	1.1480238118553987
batch_effects_moderate_drop	all_obs0.25	42	138.68462029914372	0.2932892518440378	0.5143422897524771	0.009088697389357681	0.39510354493812366	1.2866290068246016
batch_effects_moderate_drop	all_obs0.5	42	138.68462029914372	0.5288250732370554	1.0644418618938791	0.004039421062519506	0.49481364250077886	1.7020351975419536
batch_effects_moderate_drop	all_obs0.75	42	138.68462029914372	0.9432282785797401	1.9698545572347164	0.0010098552656298764	0.6159607976420773	2.2033530957555088
groups_balanced_moderate_drop	raw	42	135.30593188013881	0.21824264173550784	0.2873458752734228	0.013172002171668543	0.3457245540018763	1.155541273732946
groups_balanced_moderate_drop	all_obs0.1	42	135.30593188013881	0.21817199501372575	0.31793344878228724	0.010669321212005225	0.34704842657955287	1.1567724997857554
groups_balanced_moderate_drop	all_obs0.25	42	135.30593188013881	0.27106664512963147	0.46893787036782253	0.007409251226248203	0.38270754629777914	1.301881443703119
groups_balanced_moderate_drop	all_obs0.5	42	135.30593188013881	0.5005593595871035	1.00094018461222	0.0032930005429171356	0.4825573606040537	1.7406763787412194
groups_balanced_moderate_drop	all_obs0.75	42	135.30593188013881	0.906720785119194	1.883352818085697	0.0008232501357292839	0.6050091074339679	2.269767615650856
groups_rare_high_drop	raw	42	136.07307168305852	0.3152378001456022	0.38627979257780876	0.006208531877187791	0.42365788811803134	1.356512211734124
groups_rare_high_drop	all_obs0.1	42	136.07307168305852	0.3140883185821391	0.4006891039740566	0.005028910557144951	0.4244770852210203	1.3461922387338496
groups_rare_high_drop	all_obs0.25	42	136.07307168305852	0.40689479407744783	0.569354505976027	0.003492299179844651	0.496125540419664	1.5621921630340558
groups_rare_high_drop	all_obs0.5	42	136.07307168305852	0.8136540553047351	1.2426007739095348	0.0015521329692969477	0.6885401603990463	2.193416248012659
groups_rare_high_drop	all_obs0.75	42	136.07307168305852	1.5355155839514532	2.4060185966410508	0.00038803324232423693	0.9057665134069044	2.9206870283830506
